compound_id	notebook_ref	source	regno	status	comment	mismatch_category	notes	registered_smiles	supplier_smiles
CBK347073	DT9063358	chem_reg	3960039	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)N(C)C2CCCCC2)cc1	COc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1
CBK347472	DT9079365	chem_reg	3984157	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(S(=O)(=O)NCc2cccnc2)c(C)c1	Cc1ccc(S(=O)(=O)NCC2CCCNC2)c(C)c1
CBK347533	EE5504487	chem_reg	4002278	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(NC(=O)c2cc3ccccc3o2)cc1	COc1ccc(NC(=O)C2Cc3ccccc3O2)cc1
CBK347543	DT9037019	chem_reg	3938115	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1	O=C(Nc1ccc(Cl)cc1)C1Cc2ccccc2O1
CBK351177	EE5508443	chem_reg	4001235	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1cccc(F)c1)c1cc2ccccc2o1	O=C(Nc1cccc(F)c1)C1Cc2ccccc2O1
CBK353734	DT9079327	chem_reg	3984119	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)NCc2cccnc2)cc1F	COc1ccc(S(=O)(=O)NCC2CCCNC2)cc1F
CBK385082	DT9085285	chem_reg	3982079	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=S(=O)(NCc1ccco1)c1cccc(C(F)(F)F)c1	O=S(=O)(NCC1CCCO1)c1cccc(C(F)(F)F)c1
CBK386222	DT9019645	chem_reg	3920026	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Nc1ccccc1C(=O)NCc1ccco1	Nc1ccccc1C(=O)NCC1CCCO1
CBK387778	DT9078791	chem_reg	3981586	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)NCc2ccccn2)cc1C	COc1ccc(S(=O)(=O)NCC2CCCCN2)cc1C
CBK388551	DT9037316	chem_reg	3938412	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)NC1CCCCC1	O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)Nc1ccccc1
CBK388774	DT9037302	chem_reg	3938398	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1ccco1)N1CCN(Cc2ccc(Cl)cc2)CC1	O=C(C1CCCO1)N1CCN(Cc2ccc(Cl)cc2)CC1
CBK389719	EH8331149	chem_reg	4052423	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NC1CCNCC1)C1CCCCC1	O=C(NC1CCNCC1)c1ccccc1
CBK400644	DT9046315	chem_reg	3947998	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)N1CCN(Cc2nc3cc(NC(=O)c4ccccc4)ccc3n2C)CC1	CC(=O)N1CCN(Cc2nc3cc(NC(=O)C4CCCCC4)ccc3n2C)CC1
CBK411091	EE5553148	chem_reg	4035456	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1cc2ccccc2oc1=O)c1ccccc1	O=C(Nc1cc2ccccc2oc1=O)C1CCCCC1
CBK411716	DT9097042	chem_reg	3994832	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(C)cc1S(=O)(=O)NCc1ccccn1	COc1ccc(C)cc1S(=O)(=O)NCC1CCCCN1
CBK413849	DT9071964	chem_reg	3970760	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)c1ccccc1	O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)C1CCCCC1
CBK420569	DT9095680	chem_reg	3997468	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(C)c(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c1	Cc1ccc(C)c(OCC(=O)N2CCN(C(=O)C3CCCO3)CC2)c1
CBK424701	DT9091798	chem_reg	3996587	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1ccco1)N1CCN(Cc2cccc(Cl)c2)CC1	O=C(C1CCCO1)N1CCN(Cc2cccc(Cl)c2)CC1
CBK425276	DT9019270	chem_reg	3919651	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN1CCN(C(=O)NC2CCCCC2)CC1	CN1CCN(C(=O)Nc2ccccc2)CC1
CBK425731	DT9020350	chem_reg	3923236	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CCn1c(SCC(=O)NC2CCCCC2)nc2c1c(=O)n(C)c(=O)n2C	CCn1c(SCC(=O)Nc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
CBK426557	EH8310140	chem_reg	4040101	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		c1ccc2c(CCc3ccncc3)c[nH]c2c1	c1ccc2c(CCC3CCNCC3)c[nH]c2c1
CBK431907	DT9076334	chem_reg	3962138	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3o2)cc1	CC(=O)Nc1ccc(NC(=O)C2Cc3ccccc3O2)cc1
CBK441895	DT9074899	chem_reg	3961704	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN(Cc1ccccc1)C(=O)c1cc2ccccc2o1	CN(Cc1ccccc1)C(=O)C1Cc2ccccc2O1
CBK442911	EE5517685	chem_reg	4026471	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)cc1OC	COc1ccc(S(=O)(=O)N2CCN(CC3CCCCC3)CC2)cc1OC
CBK446448	EE5553924	chem_reg	4036232	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		c1ccc(CN2CCN(CC3CCCCC3)CC2)cc1	c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1
CBK446912	DT9098307	chem_reg	3992100	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(S(=O)(=O)NCc2cccnc2)cc1C	Cc1ccc(S(=O)(=O)NCC2CCCNC2)cc1C
CBK455320	EE5551126	chem_reg	4034435	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		c1ccc(CNCC2CCCCC2)cc1	c1ccc(CNCc2ccccc2)cc1
CBK461875	EE5511807	chem_reg	4022597	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		N=C1N=C2CCCCC2C2(CCCCC2)S1	N=C1NC2=C(CCCC2)C2(CCCCC2)S1
CBK462243	DT9077294	chem_reg	3969091	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CCOc1ccccc1NC(=O)c1cc2ccccc2o1	CCOc1ccccc1NC(=O)C1Cc2ccccc2O1
CBK462412	EE5501228	chem_reg	4007014	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(NC(=O)c2cc3ccccc3o2)cc1	Cc1ccc(NC(=O)C2Cc3ccccc3O2)cc1
CBK464780	DT9046473	chem_reg	3948156	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1	COc1ccc(S(=O)(=O)N2CCC(NC(=O)NC3CCC(C)CC3)CC2)cc1
CBK468076	EE5532613	chem_reg	4016400	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1cc2ccccc2s1)N1CCCCC1	O=C(C1Cc2ccccc2S1)N1CCCCC1
CBK473772	EE5508968	chem_reg	4001760	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1ccco1)N1CCN(Cc2ccncc2)CC1	O=C(C1CCCO1)N1CCN(Cc2ccncc2)CC1
CBK473774	DT9069374	chem_reg	3966174	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1ccncc1)N1CCN(Cc2ccco2)CC1	O=C(c1ccncc1)N1CCN(CC2CCCO2)CC1
CBK486538	EE5554051	chem_reg	4036358	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		OC(CNCC1CCCO1)Cn1c2ccccc2c2ccccc21	OC(CNCc1ccco1)Cn1c2ccccc2c2ccccc21
CBK491954	EE5511893	chem_reg	4022683	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=S(=O)(NCc1cccnc1)c1cc(Cl)ccc1Cl	O=S(=O)(NCC1CCCNC1)c1cc(Cl)ccc1Cl
CBK500513	DT9051439	chem_reg	3943127	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CCOc1ccc(N2CC(C(=O)NCC3CCCO3)CC2=O)cc1	CCOc1ccc(N2CC(C(=O)NCc3ccco3)CC2=O)cc1
CBK506583	EH8310083	chem_reg	4040045	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1
CBK506999	DO8178146	chem_reg	3914186	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C[C@]12CCCN1C=c1[nH][nH]c(=O)c3cc(F)cc4[nH]c2c1c43	C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34
CBK506999	DO8197252	chem_reg	4032233	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C[C@]12CCCN1C=c1[nH][nH]c(=O)c3cc(F)cc4[nH]c2c1c43	C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34
CBK509148	DT9094507	chem_reg	3998294	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1	NC(=O)c1ccc(NC(=O)C2Cc3ccccc3O2)cc1
CBK512035	DT9090112	chem_reg	3998898	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)NCc2ccccn2)cc1F	COc1ccc(S(=O)(=O)NCC2CCCCN2)cc1F
CBK523007	DT9094706	chem_reg	3998493	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(S(=O)(=O)NCc2cccnc2)ccc1F	Cc1cc(S(=O)(=O)NCC2CCCNC2)ccc1F
CBK600128	DO8173040	chem_reg	3913830	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NCCNC(O)c1cc(O)n(-c2cccc(C(F)(F)F)c2)c1	NCCNC(=O)C1CC(=O)N(c2cccc(C(F)(F)F)c2)C1
CBK600665	DO8176036	chem_reg	3915076	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN(C)S(=O)(=O)c1ccc2[nH]c(O)c(C=c3cc4c([nH]3)=CCCC4)c2c1	CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1cc3c([nH]1)CCCC3)C(=O)N2
CBK600859	DO8176867	chem_reg	3915906	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C/C(CN=NC(=N)N)=N/N=C(N)N	CC(C=NN=C(N)N)=NN=C(N)N
CBK601097	DO8177234	chem_reg	3916273	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC=c1[nH][nH]c2cccc3c(OC)ccc1c23	CCC1=NNc2cccc3c(OC)ccc1c23
CBK601486	DO8179247	chem_reg	3916750	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1cc2c(cc1OC)CC(=O)N=CC2	COc1cc2c(cc1OC)CC(=O)NC=C2
CBK601847	DT9046667	chem_reg	3948350	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cn1c(CN2CCOCC2)nc2cc(NC(=O)C3CCCCC3)ccc21	Cn1c(CN2CCOCC2)nc2cc(NC(=O)c3ccccc3)ccc21
CBK602475	DO8181262	chem_reg	3917765	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Cn1nc(C(O)Nc2ccccc2)ccc1=O)Nc1ccc(Cl)cc1	O=C(CN1N=C(C(=O)Nc2ccccc2)CCC1=O)Nc1ccc(Cl)cc1
CBK602849	DT9044285	chem_reg	3943972	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCc1ccccc1)c1cc2n(n1)C[C@@H](Oc1cccnc1)C2	O=C(NCC1CCCCC1)c1cc2n(n1)C[C@@H](Oc1cccnc1)C2
CBK603592	DO8180430	chem_reg	3918933	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COCc1nn2c3c(cnc2c1-c1ccc(F)cc1)C(=O)NN=CC3	COCc1nn2c3c(cnc2c1-c1ccc(F)cc1)C(=O)NNC=C3
CBK604268	EH8331201	chem_reg	4052475	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NCC(=O)Nc1ccccc1	NCC(=O)NC1CCCCC1
CBK604753	EH8317203	chem_reg	4044121	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1CNC(C)CN1	Cc1cnc(C)cn1
CBK605489	EE5596114	chem_reg	4051165	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCCc1cccc(Cl)c1)C1CCCNC1	O=C(NCCc1cccc(Cl)c1)c1cccnc1
CBK605897	EE5514675	chem_reg	4028459	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CCN1C(=O)c2cccc3c(S(=O)(=O)NCc4ccco4)ccc1c23	CCN1C(=O)c2cccc3c(S(=O)(=O)NCC4CCCO4)ccc1c23
CBK605965	DT9020301	chem_reg	3923187	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccc2ccccc2c1)C1CCC(=O)N1C(O)c1ccc(O)[nH]1	O=C1CCC(C(=O)N2C(=O)CCC2C(=O)Nc2ccc3ccccc3c2)N1
CBK606128	DT9020529	chem_reg	3923415	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1Cc2cccc3c(=O)c(C(=O)NCc4ccccc4)c(O)n1c23	CC1Cc2cccc3c(=O)c(C(=O)NCC4CCCCC4)c(O)n1c23
CBK606267	DT9020664	chem_reg	3923550	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1ccc(C(O)NC2(c3ccc(F)cc3)CC2)[nH]1	O=C1CCC(C(=O)NC2(c3ccc(F)cc3)CC2)N1
CBK606296	DT9020698	chem_reg	3923584	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(C1CCCCC1)N1CCOC2CCCCC21	O=C(c1ccccc1)N1CCOC2CCCCC21
CBK606349	DT9088245	chem_reg	3988033	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(C(=O)N2CCOC3CCCCC32)cc1OC	COc1ccc(C(=O)N2CCOc3ccccc32)cc1OC
CBK606630	DT9024087	chem_reg	3923972	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(N=C(NC1CCS(=O)(=O)C1)C(O)c1ccc(Cl)cc1)c1ccco1	O=C(NC(NC1CCS(=O)(=O)C1)C(=O)c1ccc(Cl)cc1)c1ccco1
CBK606745	DT9026089	chem_reg	3928195	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CNC(O)c1[nH]nc2[nH]c(=O)cc(-c3cccc(-n4nc(C)cc4C)c3)c12	CNC(=O)c1[nH]nc2c1C(c1cccc(-n3nc(C)cc3C)c1)CC(=O)N2
CBK607380	DT9026726	chem_reg	3928832	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Nc1nnc(C(NC(O)c2ccc(=O)[nH]n2)c2ccccc2)s1	Nc1nnc(C(NC(=O)C2=NNC(=O)CC2)c2ccccc2)s1
CBK607817	DT9038164	chem_reg	3929269	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1ccc(C(O)N2CCN(C3Cc4ccccc4C3)CC2)[nH]1	O=C1CCC(C(=O)N2CCN(C3Cc4ccccc4C3)CC2)N1
CBK607854	DT9038201	chem_reg	3929306	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(CC1CCc2ccccc21)NCC1CCN(C(O)c2ccc(=O)[nH]n2)CC1	O=C(CC1CCc2ccccc21)NCC1CCN(C(=O)C2=NNC(=O)CC2)CC1
CBK608080	DT9038427	chem_reg	3929532	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(C)cc(CN2CCN(C(O)c3c[nH]c(=O)[nH]3)CC2=O)c1	Cc1cc(C)cc(CN2CCN(C(=O)C3CNC(=O)N3)CC2=O)c1
CBK608152	DT9038499	chem_reg	3929604	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1[nH]c(C(O)NCc2csc(N3CCCC3)n2)cc2ccccc12	O=C1NC(C(=O)NCc2csc(N3CCCC3)n2)Cc2ccccc21
CBK608185	DT9027101	chem_reg	3931204	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN1CC(C(=O)N2CCCC(c3ccccc3)(c3ccccc3)C2)CCC1=O	Cn1cc(C(=O)N2CCCC(c3ccccc3)(c3ccccc3)C2)ccc1=O
CBK608230	DT9038578	chem_reg	3929683	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC[C@@H]1[C@H](NC(O)c2ccc(=O)[nH]n2)[C@@H]2CCO[C@H]12	CC[C@@H]1[C@H](NC(=O)C2=NNC(=O)CC2)[C@@H]2CCO[C@H]12
CBK609307	DT9041656	chem_reg	3930760	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(C1CCC1)N1CCc2[nH]cnc2C12CCN(C(O)c1c[nH]c(=O)[nH]1)CC2	O=C1NCC(C(=O)N2CCC3(CC2)c2[nH]cnc2CCN3C(=O)C2CCC2)N1
CBK609732	DT9027082	chem_reg	3931185	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN1C(=O)CC(CNC(O)c2ccc(=O)[nH]n2)c2ccccc21	CN1C(=O)CC(CNC(=O)C2=NNC(=O)CC2)c2ccccc21
CBK609941	DT9027292	chem_reg	3931395	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1CCC(=O)N1c1cccc(NC(O)c2ccc(=O)n(C)n2)c1	CC1CCC(=O)N1c1cccc(NC(=O)C2=NN(C)C(=O)CC2)c1
CBK610306	DT9027657	chem_reg	3931760	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1ccc(C(O)NC(CCn2cncn2)c2ccccc2)n[nH]1	O=C1CCC(C(=O)NC(CCn2cncn2)c2ccccc2)=NN1
CBK610771	DT9025124	chem_reg	3932226	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1[nH]c(C(O)NCCCn2ccnn2)cc2ccccc12	O=C1NC(C(=O)NCCCn2ccnn2)Cc2ccccc21
CBK612103	DT9042476	chem_reg	3933577	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCC1CCCN(C(O)c2ccc(=O)[nH]n2)C1)c1cn2ccsc2n1	O=C1CCC(C(=O)N2CCCC(CNC(=O)c3cn4ccsc4n3)C2)=NN1
CBK612154	DT9042527	chem_reg	3933628	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(C1CCC1)N1CCN(C(O)c2cc3ccccc3c(=O)[nH]2)CC1	O=C1NC(C(=O)N2CCN(C(=O)C3CCC3)CC2)Cc2ccccc21
CBK612201	DT9042574	chem_reg	3933675	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cn1nc(C(O)N2CCCCC2CCc2cccs2)ccc1=O	CN1N=C(C(=O)N2CCCCC2CCc2cccs2)CCC1=O
CBK612687	DT9033061	chem_reg	3934161	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1[nH]c(C(O)N2CCC3(CCO3)CC2)cc2ccccc12	O=C1NC(C(=O)N2CCC3(CCO3)CC2)Cc2ccccc21
CBK613108	DT9033482	chem_reg	3934582	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cccc(CNC(=O)CC2COCCN2C(O)c2ccc(=O)[nH]n2)c1	Cc1cccc(CNC(=O)CC2COCCN2C(=O)C2=NNC(=O)CC2)c1
CBK613720	DT9036097	chem_reg	3935196	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C)C1=NOC(C(=O)N2CCCN(C(O)c3ccc(=O)[nH]n3)CC2)C1	CC(C)C1=NOC(C(=O)N2CCCN(C(=O)C3=NNC(=O)CC3)CC2)C1
CBK613759	DT9036136	chem_reg	3935235	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1cc(C2CC2)[nH]n1)N1CCC(CNC(O)c2ccc(O)[nH]2)CC1	O=C1CCC(C(=O)NCC2CCN(C(=O)c3cc(C4CC4)[nH]n3)CC2)N1
CBK613937	DT9036314	chem_reg	3935413	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1[nH]c(C(O)N2CCN(CCOc3ccccc3)CC2)cc2ccccc12	O=C1NC(C(=O)N2CCN(CCOc3ccccc3)CC2)Cc2ccccc21
CBK614277	DT9036654	chem_reg	3935753	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C(=O)N1CCCN(C(O)c2ccc(=O)[nH]n2)CC1)n1cnc2ccccc21	CC(C(=O)N1CCCN(C(=O)C2=NNC(=O)CC2)CC1)n1cnc2ccccc21
CBK614816	DT9040194	chem_reg	3936292	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1ccc(C(O)NCC2CCN(c3cnc4ccccc4n3)CC2)[nH]1	O=C1CCC(C(=O)NCC2CCN(c3cnc4ccccc4n3)CC2)N1
CBK614996	DT9040374	chem_reg	3936472	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1ccc(C(O)N[C@@H]2CCOC[C@H]2OCc2ccccn2)n[nH]1	O=C1CCC(C(=O)N[C@@H]2CCOC[C@H]2OCc2ccccn2)=NN1
CBK616204	DT9028811	chem_reg	3937908	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1NN=CCc2c1cnc1c(-c3ccc(F)cc3)cnn21	O=C1NNC=Cc2c1cnc1c(-c3ccc(F)cc3)cnn21
CBK616231	DT9028838	chem_reg	3937935	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CCc1cc(C(O)Nc2c(C)nn(Cc3ccccc3C)c2C)no1	CCc1cc(C(=O)NC2=C(C)N(Cc3ccccc3C)NC2C)no1
CBK616609	EE5510528	chem_reg	4009312	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C)c1ccc(NC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1	CC(C)c1ccc(NC(=O)N2CCN(C(=O)C3CCCO3)CC2)cc1
CBK618622	DO8188084	chem_reg	3940627	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]2C)c2c1Oc1c(C)c(O)c(N)c(C(=O)N=C3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]3C)c1N2	Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]2C)c2c1Oc1c(C)c(O)c(N)c(=C(O)N=C3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]3C)c1=N2
CBK619681	DT9056253	chem_reg	3952941	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COCCn1ccc2c(OCC(=O)NC3CCCCC3)cccc2c1=O	COCCn1ccc2c(OCC(=O)Nc3ccccc3)cccc2c1=O
CBK620155	DT9052591	chem_reg	3942280	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C)c1ccc(CNC(O)c2cn3cccc3c(=O)[nH]2)cc1	CC(C)c1ccc(CNC(=O)C2Cn3cccc3C(=O)N2)cc1
CBK620177	DT9052613	chem_reg	3942302	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1CCC2(CNC(=O)Cc3ccccc3F)CCCC2=N1	O=C(Cc1ccccc1F)NCC12CCC=C1NC(=O)CC2
CBK620459	DT9052895	chem_reg	3942584	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCc1ccccc1)c1cn(C[C@@H]2CC(F)(F)CN2C(O)c2ccc(=O)[nH]n2)nn1	O=C1CCC(C(=O)N2CC(F)(F)C[C@H]2Cn2cc(C(=O)NCc3ccccc3)nn2)=NN1
CBK620637	DT9051078	chem_reg	3942766	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc(C(O)c2cc(=O)[nH]c(N3CCN(c4ccccc4)CC3)n2)cc1	Cc1ccc(C(=O)C2CC(=O)N=C(N3CCN(c4ccccc4)CC3)N2)cc1
CBK620669	DT9051111	chem_reg	3942799	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1cccc2c1C(c1ccc(Cl)cc1)N=C1NONC1N2	Oc1cccc2c1C(c1ccc(Cl)cc1)NC1NON=C1N2
CBK620686	DT9051130	chem_reg	3942818	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CS(=O)(=O)C1=NNc2c(-c3ccccc3)cnn2C12CC=NN2	CS(=O)(=O)C1=NNc2c(-c3ccccc3)cnn2C12C=CNN2
CBK620763	DT9051212	chem_reg	3942900	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=c1ccc(C(O)Nc2ccc(Oc3ccccc3)cc2)nn1C1CCS(=O)(=O)C1	O=C(Nc1ccc(Oc2ccccc2)cc1)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1
CBK621048	DT9047676	chem_reg	3949358	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN1C(C(=O)NCC2CCCO2)=CC(c2cccs2)=NS1(=O)=O	CN1C(C(=O)NCc2ccco2)=CC(c2cccs2)=NS1(=O)=O
CBK621400	DT9051902	chem_reg	3943590	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1CCC2(CNC(=O)Nc3ccc4c(c3)OCCO4)CCCCC2=N1	O=C1CCC2(CNC(=O)Nc3ccc4c(c3)OCCO4)CCCC=C2N1
